Week,Position,Track,Artist,Plays,Track URL
2018-06-29--2018-07-06,32,Back To You,Selena Gomez,1589208,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
2018-06-29--2018-07-06,33,German,EO,1544927,https://open.spotify.com/track/7cwLbWHs42c8JmrW9BJZos
2018-06-29--2018-07-06,34,Flames,David Guetta,1526791,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
2018-06-29--2018-07-06,35,Blue Tint,Drake,1524921,https://open.spotify.com/track/1Jrj3k5L36dPkU6KAclU7g
2018-06-29--2018-07-06,36,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1494144,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
2018-06-29--2018-07-06,37,After Dark,Drake,1477208,https://open.spotify.com/track/4IvenHmD0spfFDOKphoUDp
2018-06-29--2018-07-06,38,Peak,Drake,1456577,https://open.spotify.com/track/2RAeY8dPj6KmStROfEigjV
2018-06-29--2018-07-06,39,Moonlight,XXXTENTACION,1447860,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
2018-06-29--2018-07-06,40,That’s How You Feel,Drake,1435087,https://open.spotify.com/track/0SVsEdvot6vU4byv5yW0oj
2018-06-29--2018-07-06,41,Finesse,Drake,1398810,https://open.spotify.com/track/590bUp2TKTfTS9NfiD4Nmn
2018-06-29--2018-07-06,42,Jaded,Drake,1396040,https://open.spotify.com/track/3jipFRgLyKK0oJoG1pKicx
2018-06-29--2018-07-06,43,Is There More,Drake,1379836,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT
2018-06-29--2018-07-06,44,Paradise,George Ezra,1378137,https://open.spotify.com/track/38zwkK6TtTjIW9tpYBfZ3D
2018-06-29--2018-07-06,45,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1374140,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
2018-06-29--2018-07-06,46,Familiar,Liam Payne,1347904,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
2018-06-29--2018-07-06,47,Butterflies,AJ Tracey,1346641,https://open.spotify.com/track/6DMXPshekQJR7uOMj0103y
2018-06-29--2018-07-06,48,Taste (feat. Offset),Tyga,1346373,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
2018-06-29--2018-07-06,49,Lullaby,Sigala,1290777,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
2018-06-29--2018-07-06,50,Jocelyn Flores,XXXTENTACION,1271103,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2018-06-29--2018-07-06,51,Bad Vibe,M.O,1201088,https://open.spotify.com/track/70eehEqNug7oAhozjhG21t
2018-06-29--2018-07-06,52,changes,XXXTENTACION,1187647,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
2018-06-29--2018-07-06,53,First Time,M-22,1186614,https://open.spotify.com/track/25Mf35cnnFalpVNFp0g3hW
2018-06-29--2018-07-06,54,Ratchet Happy Birthday,Drake,1151437,https://open.spotify.com/track/16x6tqeSkIjoLEf7SJLlYy
2018-06-29--2018-07-06,55,Oh My,Dappy,1147745,https://open.spotify.com/track/5lTBFpNkKWu8nRy3qzEw2h
2018-06-29--2018-07-06,56,Leave a Light On,Tom Walker,1138336,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
2018-06-29--2018-07-06,57,The Middle,Zedd,1098300,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
2018-06-29--2018-07-06,58,Final Fantasy,Drake,1038474,https://open.spotify.com/track/7ijJ5crvsnCvCLJbHpyq3j
2018-06-29--2018-07-06,59,14-Mar,Drake,1033287,https://open.spotify.com/track/40IiSjljbAhrSbdJ3HxSfH
2018-06-29--2018-07-06,60,Nevermind,Dennis Lloyd,1021713,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
2018-06-29--2018-07-06,61,Ocean (feat. Khalid),Martin Garrix,1009632,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
2018-06-29--2018-07-06,62,Bed (feat. Ariana Grande),Nicki Minaj,1000007,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
2018-06-29--2018-07-06,63,Freaky Friday (feat. Chris Brown),Lil Dicky,977456,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
2018-06-29--2018-07-06,64,This Is Me,Keala Settle,957004,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
2018-06-29--2018-07-06,65,Three Lions,"Baddiel, Skinner & Lightning Seeds",948327,https://open.spotify.com/track/0Ai6qtPfiEYGCqBGJYWD1W
2018-06-29--2018-07-06,66,FRIENDS,Marshmello,947588,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
2018-06-29--2018-07-06,67,Man Down (feat. AlunaGeorge),Shakka,933224,https://open.spotify.com/track/1keIwLlHg0VZhoQQiTb0Xi
2018-06-29--2018-07-06,68,Psycho (feat. Ty Dolla $ign),Post Malone,929505,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
2018-06-29--2018-07-06,69,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,902977,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
2018-06-29--2018-07-06,70,Fine Girl,ZieZie,863436,https://open.spotify.com/track/2H9zpvV33I48HE5jnNvWVB
2018-06-29--2018-07-06,71,rockstar (feat. 21 Savage),Post Malone,837351,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
2018-06-29--2018-07-06,72,This Is America,Childish Gambino,830746,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
2018-06-29--2018-07-06,73,APESHIT,The Carters,830341,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
2018-06-29--2018-07-06,74,17,MK,828724,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR
2018-06-29--2018-07-06,75,London,AJ x Deno,802987,https://open.spotify.com/track/0lstGz2advSx5VqY8olvzt
2018-06-29--2018-07-06,76,High Hopes,Panic! At The Disco,799287,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
2018-06-29--2018-07-06,77,Ring Ring (feat. Mabel & Rich The Kid),Jax Jones,792109,https://open.spotify.com/track/3pSfoP1xZllxEuZ6Oh6ebn
2018-06-29--2018-07-06,78,Look Alive (feat. Drake),BlocBoy JB,767221,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
2018-06-29--2018-07-06,79,Family Tree,Ramz,765861,https://open.spotify.com/track/17Bq9GjpPbiD1tRvfoMnJK
2018-06-29--2018-07-06,80,Hunger,Florence + The Machine,757884,https://open.spotify.com/track/6Ju28M6P8Y8sLjBgWjyUUD
2018-06-29--2018-07-06,81,Love Lies (with Normani),Khalid,743422,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
2018-06-29--2018-07-06,82,I Wanna Know (feat. Bea Miller),NOTD,730712,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
2018-06-29--2018-07-06,83,My Lover - Radio Edit,Not3s,724359,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil
2018-06-29--2018-07-06,84,All The Stars (with SZA),Kendrick Lamar,718748,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
2018-06-29--2018-07-06,85,Body,Loud Luxury,716866,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
2018-06-29--2018-07-06,86,Fuck Love (feat. Trippie Redd),XXXTENTACION,711787,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
2018-06-29--2018-07-06,87,Feel It Still,Portugal. The Man,711238,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
2018-06-29--2018-07-06,88,The Greatest Show,Hugh Jackman,708194,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
2018-06-29--2018-07-06,89,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",Jason Derulo,707576,https://open.spotify.com/track/7wD6iRghe6SnKHkvHqpnC5
2018-06-29--2018-07-06,90,Everybody Dies In Their Nightmares,XXXTENTACION,680273,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
2018-06-29--2018-07-06,91,New Rules,Dua Lipa,659841,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
2018-06-29--2018-07-06,92,Best Life,Hardy Caprio,648706,https://open.spotify.com/track/3wAyZwtyyLMsJNG7Mb17ky
2018-06-29--2018-07-06,93,Havana,Camila Cabello,647008,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
2018-06-29--2018-07-06,94,Rewrite The Stars,Zac Efron,636655,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
2018-06-29--2018-07-06,95,IDGAF,Dua Lipa,633104,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
2018-06-29--2018-07-06,96,A Million Dreams,Ziv Zaifman,630638,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
2018-06-29--2018-07-06,97,Look At Me!,XXXTENTACION,626344,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
2018-06-29--2018-07-06,98,Shape of You,Ed Sheeran,623823,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2018-06-29--2018-07-06,99,Vroom,Yxng Bane,613021,https://open.spotify.com/track/7eiqpFevZkE7iHDfNm6VA0
2018-06-29--2018-07-06,100,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,609156,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
2018-06-29--2018-07-06,101,079ME,B Young,595596,https://open.spotify.com/track/5f14ylFBAuwqVHXvafqtmd
2018-06-29--2018-07-06,102,Barking,Ramz,590100,https://open.spotify.com/track/2U5cq89GCnsR1yixKkC8d5
2018-06-29--2018-07-06,103,Mr. Brightside,The Killers,586069,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
2018-06-29--2018-07-06,104,Your Lovin' (feat. MØ & Yxng Bane),Steel Banglez,584794,https://open.spotify.com/track/1p6Sc7zeA9dMIDT1mIpCJ1
2018-06-29--2018-07-06,105,Let Me Live (feat. Anne-Marie & Mr Eazi),Rudimental,572755,https://open.spotify.com/track/3D1rlKmZdpYUeMtRRLNawc
2018-06-29--2018-07-06,106,the remedy for a broken heart (why am I so in love),XXXTENTACION,564881,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
2018-06-29--2018-07-06,107,Jumanji,B Young,564872,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF
2018-06-29--2018-07-06,108,Lyca,Swarmz,556436,https://open.spotify.com/track/0InksU0QzMCNS47OYeE90N
2018-06-29--2018-07-06,109,Playinwitme (feat. Kehlani),KYLE,554690,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
2018-06-29--2018-07-06,110,lovely (with Khalid),Billie Eilish,553399,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
2018-06-29--2018-07-06,111,In My Blood,Shawn Mendes,550864,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
2018-06-29--2018-07-06,112,Panic Room,Au/Ra,550404,https://open.spotify.com/track/3MkuFR7t25mu7Iscp6GGiV
2018-06-29--2018-07-06,113,You Deserve Better,James Arthur,550097,https://open.spotify.com/track/4S1GTwPVpkSy7CsJIDKPEz
2018-06-29--2018-07-06,114,Born To Be Yours,Kygo,541945,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
2018-06-29--2018-07-06,115,The Other Side,Hugh Jackman,540088,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
2018-06-29--2018-07-06,116,Never Enough,Loren Allred,538327,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
2018-06-29--2018-07-06,117,Blue Lights,Jorja Smith,534582,https://open.spotify.com/track/5ZFk1GdwbbFwQd40aHyrhO
2018-06-29--2018-07-06,118,Dark Vader,J Hus,524273,https://open.spotify.com/track/4IeXHed9x1xm8fXyrHPnd5
2018-06-29--2018-07-06,119,Budapest,George Ezra,523755,https://open.spotify.com/track/7GJClzimvMSghjcrKxuf1M
2018-06-29--2018-07-06,120,Feels Like Home,Sigala,521047,https://open.spotify.com/track/0VoQCaHK0kzgQ6fVtcLChy
2018-06-29--2018-07-06,121,Only You (with Little Mix),Cheat Codes,519106,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
2018-06-29--2018-07-06,122,Unforgettable,French Montana,507867,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
2018-06-29--2018-07-06,123,One Dance,Drake,503781,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
2018-06-29--2018-07-06,124,All Mine,Kanye West,499807,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
2018-06-29--2018-07-06,125,Finesse (Remix) [feat. Cardi B],Bruno Mars,493574,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
2018-06-29--2018-07-06,126,She Loves Control,Camila Cabello,484693,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
2018-06-29--2018-07-06,127,Give Yourself A Try,The 1975,474302,https://open.spotify.com/track/619pVMIK3WvX529JIkQTY3
2018-06-29--2018-07-06,128,My Way,One Bit,468827,https://open.spotify.com/track/1g61lRiAj3Nwc8ZGtEum8s
2018-06-29--2018-07-06,129,Come Alive,Hugh Jackman,459955,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g
2018-06-29--2018-07-06,130,River (feat. Ed Sheeran),Eminem,451505,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
2018-06-29--2018-07-06,131,Breathe,Jax Jones,447994,https://open.spotify.com/track/0KsB4TwgATg88aXCMBoO3Y
2018-06-29--2018-07-06,132,From Now On,Hugh Jackman,445704,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
2018-06-29--2018-07-06,133,I Fall Apart,Post Malone,444829,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
2018-06-29--2018-07-06,134,Riptide,Vance Joy,443129,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
2018-06-29--2018-07-06,135,Start Again (feat. Logic),OneRepublic,442203,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
2018-06-29--2018-07-06,136,Hope,XXXTENTACION,436964,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
2018-06-29--2018-07-06,137,All Girls Are The Same,Juice WRLD,433592,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
2018-06-29--2018-07-06,138,Despacito - Remix,Luis Fonsi,433479,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2
2018-06-29--2018-07-06,139,Happier,Ed Sheeran,433236,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
2018-06-29--2018-07-06,140,Forrest Gump,Loski,431962,https://open.spotify.com/track/7aDg8HUntvkPfDKnjTxTxW
2018-06-29--2018-07-06,141,Boo'd Up,Ella Mai,431732,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
2018-06-29--2018-07-06,142,Sit Back Down (feat. Maleek Berry),Not3s,429284,https://open.spotify.com/track/7uAbIeiw12MKjpUQnH0SjL
2018-06-29--2018-07-06,143,Cigarette,RAYE,428514,https://open.spotify.com/track/5ppjtLheLgMk3jtZXnNjC4
2018-06-29--2018-07-06,144,Energy (Stay Far Away),Skepta,428219,https://open.spotify.com/track/11RIJRbBfyLlJut96itSFd
2018-06-29--2018-07-06,145,06:30,Geko,424702,https://open.spotify.com/track/6lU7kJ6k1oUew36PbPl15E
2018-06-29--2018-07-06,146,Castle on the Hill,Ed Sheeran,422703,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
2018-06-29--2018-07-06,147,Africa,Toto,420197,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
2018-06-29--2018-07-06,148,What I Wanna,MoStack,418871,https://open.spotify.com/track/7MhsT4KUPPa5MPpkUjhmRU
2018-06-29--2018-07-06,149,Perfect,Ed Sheeran,418840,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2018-06-29--2018-07-06,150,Patricia,Florence + The Machine,414781,https://open.spotify.com/track/6nmr64Mo4RD3R1pLshvmoG
2018-06-29--2018-07-06,151,Yes Indeed,Lil Baby,413152,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
2018-06-29--2018-07-06,152,Anywhere,Rita Ora,411262,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
2018-06-29--2018-07-06,153,Too Good At Goodbyes,Sam Smith,410410,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
2018-06-29--2018-07-06,154,Wonderwall - Remastered,Oasis,409424,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
2018-06-29--2018-07-06,155,Senseless,Stefflon Don,403870,https://open.spotify.com/track/20GrAO16fXHWO241JeYKWP
2018-06-29--2018-07-06,156,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,403815,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
2018-06-29--2018-07-06,157,Ball For Me (feat. Nicki Minaj),Post Malone,397206,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
2018-06-29--2018-07-06,158,NUMB,XXXTENTACION,395014,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
2018-06-29--2018-07-06,159,Humility (feat. George Benson),Gorillaz,393633,https://open.spotify.com/track/3NeiYiBn3rQBgurfVk92Zm
2018-06-29--2018-07-06,160,Guatemala - From Swaecation,Rae Sremmurd,389365,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
2018-06-29--2018-07-06,161,Symphony (feat. Zara Larsson),Clean Bandit,386474,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
2018-06-29--2018-07-06,162,I'm Yours,Jason Mraz,382228,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
2018-06-29--2018-07-06,163,Believer,Imagine Dragons,382125,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
2018-06-29--2018-07-06,164,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,379655,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
2018-06-29--2018-07-06,165,Like To Be You feat. Julia Michaels,Shawn Mendes,379550,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
2018-06-29--2018-07-06,166,Candy Paint,Post Malone,379148,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
2018-06-29--2018-07-06,167,Cola,CamelPhat,374864,https://open.spotify.com/track/1HrMWH5GUdK6Yi94rbANJA
2018-06-29--2018-07-06,168,Paranoid,Post Malone,374388,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
2018-06-29--2018-07-06,169,XO TOUR Llif3,Lil Uzi Vert,373867,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
2018-06-29--2018-07-06,170,Yikes,Kanye West,373632,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
2018-06-29--2018-07-06,171,Came Here for Love,Sigala,373616,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
2018-06-29--2018-07-06,172,Wake Me Up,Avicii,373595,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
2018-06-29--2018-07-06,173,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,372407,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
2018-06-29--2018-07-06,174,Tip Toe (feat. French Montana),Jason Derulo,371316,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
2018-06-29--2018-07-06,175,OTW,Khalid,369709,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
2018-06-29--2018-07-06,176,South London Forever,Florence + The Machine,368266,https://open.spotify.com/track/3MZ7TxuXNnwYXm2KZGap5g
2018-06-29--2018-07-06,177,I Want You Back,The Jackson 5,362319,https://open.spotify.com/track/5LxvwujISqiB8vpRYv887S
2018-06-29--2018-07-06,178,I Miss You (feat. Julia Michaels),Clean Bandit,361903,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
2018-06-29--2018-07-06,179,Big God,Florence + The Machine,360247,https://open.spotify.com/track/1NcXkWB3UwXfMt8izByICb
2018-06-29--2018-07-06,180,High Five,Sigrid,357535,https://open.spotify.com/track/1uyiqBOyoT1GskyYzXMTX2
2018-06-29--2018-07-06,181,Naive,The Kooks,355528,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU
2018-06-29--2018-07-06,182,Don't Look Back in Anger - Remastered,Oasis,355092,https://open.spotify.com/track/0UvCh63URrLFcPkKt99hHd
2018-06-29--2018-07-06,183,Say You Won't Let Go,James Arthur,354077,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
2018-06-29--2018-07-06,184,Sky Full Of Song,Florence + The Machine,352635,https://open.spotify.com/track/64fzn2ewOdSH57wrxTPGov
2018-06-29--2018-07-06,185,EIO (feat. Hardy Caprio),One Acen,352443,https://open.spotify.com/track/2Xs2HQqDDb00tsaWFYKyXt
2018-06-29--2018-07-06,186,Hold My Girl,George Ezra,352295,https://open.spotify.com/track/42bbDWZ8WmXTH7PkYAlGLu
2018-06-29--2018-07-06,187,Colour,MNEK,352211,https://open.spotify.com/track/7haQE5nOcxwk0HXahP0aV3
2018-06-29--2018-07-06,188,Home With You,Madison Beer,351345,https://open.spotify.com/track/11GGSyTB8cS9TgONHBOhEX
2018-06-29--2018-07-06,189,Fluorescent Adolescent,Arctic Monkeys,351171,https://open.spotify.com/track/7e8utCy2JlSB8dRHKi49xM
2018-06-29--2018-07-06,190,Tranz,Gorillaz,350951,https://open.spotify.com/track/7jYUaoOfdcYgUvkK8NnFfx
2018-06-29--2018-07-06,191,You've Got The Love,Florence + The Machine,347805,https://open.spotify.com/track/6u9RqxALwkjJ1ukB1y8vuP
2018-06-29--2018-07-06,192,Silence,Marshmello,347118,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
2018-06-29--2018-07-06,193,Boasy,Avelino,346157,https://open.spotify.com/track/68YYKjdbD8VfGHPhXZaPsB
2018-06-29--2018-07-06,194,Galway Girl,Ed Sheeran,343205,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
2018-06-29--2018-07-06,195,Youth feat. Khalid,Shawn Mendes,342586,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
2018-06-29--2018-07-06,196,Here Comes The Sun - Remastered 2009,The Beatles,341669,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
2018-06-29--2018-07-06,197,Bouff Daddy,J Hus,341573,https://open.spotify.com/track/28qdL1yHti3BSu6AdLzWbg
2018-06-29--2018-07-06,198,Three Lions '98,"Baddiel, Skinner & Lightning Seeds",340881,https://open.spotify.com/track/0u8e6zmdHLadNfOGTGdqN6
2018-06-29--2018-07-06,199,Tightrope,Michelle Williams,340796,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa
2018-06-29--2018-07-06,200,Thunder,Imagine Dragons,340377,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
2018-07-06--2018-07-13,1,Shotgun,George Ezra,3893927,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
2018-07-06--2018-07-13,2,Don’t Matter To Me,Drake,3515659,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
2018-07-06--2018-07-13,3,In My Feelings,Drake,3476229,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2018-07-06--2018-07-13,4,One Kiss (with Dua Lipa),Calvin Harris,2954843,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
2018-07-06--2018-07-13,5,Solo (feat. Demi Lovato),Clean Bandit,2939439,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
2018-07-06--2018-07-13,6,Three Lions,"Baddiel, Skinner & Lightning Seeds",2810103,https://open.spotify.com/track/0Ai6qtPfiEYGCqBGJYWD1W
2018-07-06--2018-07-13,7,Nice For What,Drake,2696391,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
2018-07-06--2018-07-13,8,If You're Over Me,Years & Years,2694283,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
2018-07-06--2018-07-13,9,Better Now,Post Malone,2350223,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2018-07-06--2018-07-13,10,Rise,Jonas Blue,2317935,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
2018-07-06--2018-07-13,11,2002,Anne-Marie,2266491,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
2018-07-06--2018-07-13,12,Jackie Chan,Tiësto,2218969,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
2018-07-06--2018-07-13,13,I Like It,Cardi B,2217653,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
2018-07-06--2018-07-13,14,Nonstop,Drake,2214370,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
2018-07-06--2018-07-13,15,Youngblood,5 Seconds of Summer,2163036,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
2018-07-06--2018-07-13,16,SAD!,XXXTENTACION,2095374,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2018-07-06--2018-07-13,17,Lucid Dreams,Juice WRLD,1978762,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
2018-07-06--2018-07-13,18,Girls Like You (feat. Cardi B),Maroon 5,1926591,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
2018-07-06--2018-07-13,19,Answerphone (feat. Yxng Bane),Banx & Ranx,1895585,https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3
2018-07-06--2018-07-13,20,I'll Be There,Jess Glynne,1739898,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
2018-07-06--2018-07-13,21,God's Plan,Drake,1737114,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
2018-07-06--2018-07-13,22,no tears left to cry,Ariana Grande,1670312,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
2018-07-06--2018-07-13,23,Taste (feat. Offset),Tyga,1524223,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
2018-07-06--2018-07-13,24,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1509906,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
2018-07-06--2018-07-13,25,German,EO,1505049,https://open.spotify.com/track/7cwLbWHs42c8JmrW9BJZos
2018-07-06--2018-07-13,26,Back To You,Selena Gomez,1499830,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
2018-07-06--2018-07-13,27,Ocean (feat. Khalid),Martin Garrix,1453848,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
2018-07-06--2018-07-13,28,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1414427,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
2018-07-06--2018-07-13,29,Butterflies,AJ Tracey,1404808,https://open.spotify.com/track/6DMXPshekQJR7uOMj0103y
2018-07-06--2018-07-13,30,I'm Upset,Drake,1395064,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
2018-07-06--2018-07-13,31,Leave a Light On,Tom Walker,1292332,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
2018-07-06--2018-07-13,32,Emotionless,Drake,1289878,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
2018-07-06--2018-07-13,33,Bad Vibe,M.O,1288368,https://open.spotify.com/track/70eehEqNug7oAhozjhG21t
